Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time,Scheduled Elapsed Time (Minutes),Actual Elapsed Time (Minutes),Arrival Delay (Minutes),Wheels-on Time,Taxi-In time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
DL,09/26/2021,2493,N993AT,DTW,21:12,20:54,82,68,-18,20:44,10,0,0,0,0,0
DL,09/26/2021,2571,N301DU,LGA,13:20,13:06,155,148,-14,12:54,12,0,0,0,0,0
DL,09/26/2021,2572,N301DU,LGA,20:15,20:03,150,146,-12,19:46,17,0,0,0,0,0
DL,09/26/2021,2579,N303DU,LGA,16:35,16:22,150,140,-13,16:11,11,0,0,0,0,0
DL,09/26/2021,2864,N320US,ATL,13:15,13:30,114,132,15,13:21,9,0,0,15,0,0
DL,09/26/2021,2953,N309DU,MSP,09:19,09:15,84,84,-4,09:02,13,0,0,0,0,0
DL,09/27/2021,0512,N302DU,LGA,15:15,14:51,150,131,-24,14:41,10,0,0,0,0,0
DL,09/27/2021,0546,N306DU,LGA,18:55,18:41,155,145,-14,18:26,15,0,0,0,0,0
DL,09/27/2021,0556,N302DU,LGA,08:07,07:50,142,132,-17,07:39,11,0,0,0,0,0
DL,09/27/2021,0564,N302DU,LGA,22:02,21:50,147,141,-12,21:43,7,0,0,0,0,0
DL,09/27/2021,0852,N134DU,SEA,13:00,13:06,240,253,6,12:31,35,0,0,0,0,0
DL,09/27/2021,0898,N140DU,SEA,17:25,16:55,245,222,-30,16:41,14,0,0,0,0,0
DL,09/27/2021,1116,N301DU,SEA,23:57,23:41,238,229,-16,23:34,7,0,0,0,0,0
DL,09/27/2021,1332,N338NW,ATL,17:45,17:43,125,128,-2,17:29,14,0,0,0,0,0
DL,09/27/2021,1347,N376NW,ATL,09:12,09:04,117,113,-8,08:54,10,0,0,0,0,0
DL,09/27/2021,1374,N396DN,ATL,23:53,23:50,114,116,-3,23:44,6,0,0,0,0,0
DL,09/27/2021,1379,N309DU,LGA,17:50,17:48,155,154,-2,17:30,18,0,0,0,0,0
DL,09/27/2021,1441,N308DU,LGA,09:32,09:35,147,154,3,09:25,10,0,0,0,0,0
DL,09/27/2021,1454,N375NC,SLC,12:21,12:13,192,188,-8,12:02,11,0,0,0,0,0
DL,09/27/2021,1466,N349NW,ATL,15:45,15:51,115,118,6,15:35,16,0,0,0,0,0
DL,09/27/2021,1499,N921AT,DTW,16:23,16:20,82,80,-3,16:06,14,0,0,0,0,0
DL,09/27/2021,1528,N352NW,SLC,21:49,21:43,189,184,-6,21:32,11,0,0,0,0,0
DL,09/27/2021,1666,N319DN,ATL,19:46,19:49,121,128,3,19:34,15,0,0,0,0,0
DL,09/27/2021,1725,N338NW,ATL,11:09,11:14,119,126,5,11:02,12,0,0,0,0,0
DL,09/27/2021,2445,N342NW,SLC,18:10,18:01,194,195,-9,17:46,15,0,0,0,0,0
DL,09/27/2021,2451,N309DN,ATL,21:49,21:57,118,118,8,21:48,9,0,0,0,0,0
DL,09/27/2021,2474,N946AT,DTW,09:23,09:07,83,66,-16,08:57,10,0,0,0,0,0
DL,09/27/2021,2493,N921AT,DTW,21:12,20:59,82,72,-13,20:49,10,0,0,0,0,0
DL,09/27/2021,2550,N306DU,LGA,11:55,11:27,160,134,-28,11:16,11,0,0,0,0,0
DL,09/27/2021,2571,N305DU,LGA,13:20,13:08,155,145,-12,12:47,21,0,0,0,0,0
DL,09/27/2021,2572,N303DU,LGA,20:15,20:04,150,142,-11,19:50,14,0,0,0,0,0
DL,09/27/2021,2579,N308DU,LGA,16:35,16:34,150,149,-1,16:17,17,0,0,0,0,0
DL,09/27/2021,2864,N363NW,ATL,13:15,13:21,114,117,6,13:09,12,0,0,0,0,0
DL,09/27/2021,2953,N340NB,MSP,09:19,12:11,84,85,172,11:59,12,171,0,1,0,0
DL,09/28/2021,0512,N309DU,LGA,15:15,14:53,150,133,-22,14:41,12,0,0,0,0,0
DL,09/28/2021,0546,N302DU,LGA,18:55,18:56,155,161,1,18:17,39,0,0,0,0,0
DL,09/28/2021,0556,N309DU,LGA,08:07,08:01,142,142,-6,07:48,13,0,0,0,0,0
DL,09/28/2021,0564,N309DU,LGA,22:02,21:34,147,126,-28,21:25,9,0,0,0,0,0
DL,09/28/2021,0852,N113DQ,SEA,13:35,13:29,245,247,-6,13:14,15,0,0,0,0,0
DL,09/28/2021,1116,N303DU,SEA,23:57,24:00,238,245,3,23:50,10,0,0,0,0,0
DL,09/28/2021,1347,N332NW,ATL,09:12,09:15,117,122,3,09:06,9,0,0,0,0,0
DL,09/28/2021,1374,N344DN,ATL,23:53,01:15,114,110,82,01:07,8,82,0,0,0,0
DL,09/28/2021,1379,N112DU,LGA,17:50,17:31,155,139,-19,17:14,17,0,0,0,0,0
DL,09/28/2021,1441,N308DU,LGA,09:32,10:09,147,149,37,09:54,15,35,0,2,0,0
DL,09/28/2021,1454,N345NW,SLC,12:21,12:10,192,185,-11,11:55,15,0,0,0,0,0
DL,09/28/2021,1466,N350NA,ATL,15:45,17:04,115,120,79,16:56,8,74,0,5,0,0
DL,09/28/2021,1499,N942AT,DTW,16:23,16:46,82,95,23,16:29,17,10,0,13,0,0
DL,09/28/2021,1528,N372NW,SLC,21:49,21:26,189,174,-23,21:19,7,0,0,0,0,0
DL,09/28/2021,1666,N105DX,ATL,18:51,18:49,126,128,-2,18:39,10,0,0,0,0,0
DL,09/28/2021,1725,N317US,ATL,11:09,11:03,119,118,-6,10:56,7,0,0,0,0,0
DL,09/28/2021,2445,N354NW,SLC,18:10,18:18,194,207,8,17:49,29,0,0,0,0,0
DL,09/28/2021,2451,N388DN,ATL,21:49,21:44,118,118,-5,21:27,17,0,0,0,0,0
DL,09/28/2021,2474,N921AT,DTW,09:23,09:19,83,76,-4,09:02,17,0,0,0,0,0
DL,09/28/2021,2493,N942AT,DTW,21:12,21:00,82,68,-12,20:51,9,0,0,0,0,0
DL,09/28/2021,2550,N302DU,LGA,11:55,12:01,160,166,6,11:44,17,0,0,0,0,0
DL,09/28/2021,2571,N301DU,LGA,13:20,13:00,155,144,-20,12:44,16,0,0,0,0,0
DL,09/28/2021,2572,N301DU,LGA,20:15,20:06,150,142,-9,19:47,19,0,0,0,0,0
DL,09/28/2021,2579,N308DU,LGA,16:35,16:23,150,140,-12,16:12,11,0,0,0,0,0
DL,09/28/2021,2864,N368NW,ATL,13:15,13:20,114,123,5,13:06,14,0,0,0,0,0
DL,09/28/2021,2953,N304DU,MSP,09:19,09:21,84,88,2,09:03,18,0,0,0,0,0
DL,09/29/2021,0512,N302DU,LGA,15:15,15:05,150,143,-10,14:47,18,0,0,0,0,0
DL,09/29/2021,0546,N303DU,LGA,18:55,18:43,155,147,-12,18:26,17,0,0,0,0,0
DL,09/29/2021,0556,N302DU,LGA,08:07,08:07,142,143,0,07:52,15,0,0,0,0,0
DL,09/29/2021,0564,N302DU,LGA,22:02,21:44,147,135,-18,21:36,8,0,0,0,0,0
DL,09/29/2021,0852,N102DU,SEA,13:35,15:09,245,255,94,14:52,17,84,0,10,0,0
DL,09/29/2021,1116,N301DU,SEA,23:57,23:49,238,234,-8,23:44,5,0,0,0,0,0
DL,09/29/2021,1347,N376NW,ATL,09:12,09:10,117,120,-2,08:54,16,0,0,0,0,0
DL,09/29/2021,1374,N102DN,ATL,23:53,23:46,114,119,-7,23:42,4,0,0,0,0,0
DL,09/29/2021,1379,N305DU,LGA,17:50,17:30,155,142,-20,17:14,16,0,0,0,0,0
DL,09/29/2021,1441,N140DU,LGA,09:32,09:19,147,144,-13,09:06,13,0,0,0,0,0
DL,09/29/2021,1454,N342NW,SLC,12:21,12:12,192,184,-9,12:01,11,0,0,0,0,0
DL,09/29/2021,1466,N368NW,ATL,15:45,16:09,115,110,24,16:01,8,24,0,0,0,0
DL,09/29/2021,1499,N942AT,DTW,16:23,16:37,82,86,14,16:18,19,0,0,0,0,0
DL,09/29/2021,1528,N335NW,SLC,21:49,21:36,189,183,-13,21:22,14,0,0,0,0,0
DL,09/29/2021,1666,N312DN,ATL,18:51,18:50,126,130,-1,18:35,15,0,0,0,0,0
DL,09/29/2021,1725,N364NW,ATL,11:09,11:02,119,115,-7,10:53,9,0,0,0,0,0
DL,09/29/2021,2445,N362NW,SLC,18:10,18:07,194,196,-3,17:46,21,0,0,0,0,0
DL,09/29/2021,2451,N316DN,ATL,21:49,21:54,118,115,5,21:45,9,0,0,0,0,0
DL,09/29/2021,2474,N993AT,DTW,09:23,09:15,83,76,-8,09:00,15,0,0,0,0,0
DL,09/29/2021,2493,N974AT,DTW,21:12,20:59,82,71,-13,20:49,10,0,0,0,0,0
DL,09/29/2021,2550,N303DU,LGA,11:55,11:29,160,140,-26,11:16,13,0,0,0,0,0
DL,09/29/2021,2571,N309DU,LGA,13:20,12:55,155,139,-25,12:45,10,0,0,0,0,0
DL,09/29/2021,2572,N308DU,LGA,20:15,19:55,150,142,-20,19:41,14,0,0,0,0,0
DL,09/29/2021,2579,N304DU,LGA,16:35,16:33,150,154,-2,16:15,18,0,0,0,0,0
DL,09/29/2021,2864,N347NW,ATL,13:15,13:16,114,117,1,13:03,13,0,0,0,0,0
DL,09/29/2021,2953,N306DU,MSP,09:19,09:54,84,79,35,09:40,14,35,0,0,0,0
DL,09/30/2021,0512,N307DU,LGA,15:15,15:12,150,143,-3,14:57,15,0,0,0,0,0
DL,09/30/2021,0546,N308DU,LGA,18:55,18:42,155,149,-13,18:27,15,0,0,0,0,0
DL,09/30/2021,0556,N305DU,LGA,08:07,08:07,142,143,0,07:51,16,0,0,0,0,0
DL,09/30/2021,0564,N307DU,LGA,22:02,21:52,147,141,-10,21:40,12,0,0,0,0,0
DL,09/30/2021,0852,N102DU,SEA,13:00,12:51,240,239,-9,12:39,12,0,0,0,0,0
DL,09/30/2021,0898,N138DU,SEA,17:25,17:25,245,251,0,17:10,15,0,0,0,0,0
DL,09/30/2021,1116,N305DU,SEA,23:57,23:56,238,241,-1,23:37,19,0,0,0,0,0
DL,09/30/2021,1332,N364NW,ATL,17:45,17:45,125,125,0,17:32,13,0,0,0,0,0
DL,09/30/2021,1347,N363NW,ATL,09:12,09:08,117,114,-4,08:59,9,0,0,0,0,0
DL,09/30/2021,1374,N359DN,ATL,23:53,00:49,114,115,56,00:41,8,55,0,1,0,0
DL,09/30/2021,1379,N303DU,LGA,17:50,17:36,155,144,-14,17:21,15,0,0,0,0,0
DL,09/30/2021,1441,N306DU,LGA,09:32,09:30,147,152,-2,09:16,14,0,0,0,0,0
DL,09/30/2021,1454,N362NW,SLC,12:21,12:14,192,189,-7,12:07,7,0,0,0,0,0
DL,09/30/2021,1466,N378NW,ATL,15:45,15:55,115,128,10,15:41,14,0,0,0,0,0
DL,09/30/2021,1499,N986AT,DTW,16:23,16:29,82,95,6,16:02,27,0,0,0,0,0
DL,09/30/2021,1528,N325US,SLC,21:49,21:36,189,178,-13,21:27,9,0,0,0,0,0
DL,09/30/2021,1666,N102DN,ATL,19:46,20:27,121,121,41,20:16,11,41,0,0,0,0
DL,09/30/2021,1725,N347NW,ATL,11:09,11:00,119,109,-9,10:52,8,0,0,0,0,0
DL,09/30/2021,2445,N371NW,SLC,18:10,19:03,194,183,53,18:48,15,53,0,0,0,0
DL,09/30/2021,2451,N315DN,ATL,21:49,22:40,118,111,51,22:34,6,0,0,0,0,51
DL,09/30/2021,2474,N965AT,DTW,09:23,09:09,83,74,-14,08:56,13,0,0,0,0,0
DL,09/30/2021,2493,N948AT,DTW,21:12,21:03,82,79,-9,20:44,19,0,0,0,0,0
DL,09/30/2021,2550,N308DU,LGA,11:55,11:59,160,141,4,11:43,16,0,0,0,0,0
DL,09/30/2021,2571,N301DU,LGA,13:20,13:13,155,154,-7,12:52,21,0,0,0,0,0
DL,09/30/2021,2572,N304DU,LGA,20:15,20:14,150,151,-1,19:57,17,0,0,0,0,0
DL,09/30/2021,2579,N112DU,LGA,16:35,19:22,150,153,167,19:01,21,0,0,3,0,164
DL,09/30/2021,2864,N337NW,ATL,13:15,13:19,114,122,4,13:03,16,0,0,0,0,0
DL,09/30/2021,2953,N307DU,MSP,09:19,09:03,84,82,-16,08:46,17,0,0,0,0,0
DL,10/01/2021,0512,N306DU,LGA,15:15,14:58,150,137,-17,14:43,15,0,0,0,0,0
DL,10/01/2021,0546,N305DU,LGA,18:55,18:38,155,135,-17,18:22,16,0,0,0,0,0
DL,10/01/2021,0556,N306DU,LGA,08:07,08:04,142,141,-3,07:50,14,0,0,0,0,0
DL,10/01/2021,0564,N303DU,LGA,22:02,22:34,147,125,32,22:26,8,32,0,0,0,0
DL,10/01/2021,0852,N137DU,SEA,13:00,12:53,240,238,-7,12:38,15,0,0,0,0,0
DL,10/01/2021,0898,N125DU,SEA,17:25,17:12,245,239,-13,17:02,10,0,0,0,0,0
DL,10/01/2021,1116,N304DU,SEA,23:57,23:50,238,232,-7,23:43,7,0,0,0,0,0
DL,10/01/2021,1332,N378NW,ATL,17:45,17:32,125,116,-13,17:18,14,0,0,0,0,0
DL,10/01/2021,1347,N332NW,ATL,09:12,09:02,117,113,-10,08:53,9,0,0,0,0,0
DL,10/01/2021,1374,N391DN,ATL,23:53,23:55,114,118,2,23:42,13,0,0,0,0,0
DL,10/01/2021,1379,N307DU,LGA,17:50,19:58,155,151,128,19:27,31,128,0,0,0,0
DL,10/01/2021,1441,N303DU,LGA,09:32,09:15,147,137,-17,08:58,17,0,0,0,0,0
DL,10/01/2021,1454,N340NW,SLC,12:21,12:12,192,185,-9,12:02,10,0,0,0,0,0
DL,10/01/2021,1466,N361NW,ATL,15:45,15:46,115,117,1,15:33,13,0,0,0,0,0
DL,10/01/2021,1499,N980AT,DTW,16:23,16:13,82,77,-10,15:59,14,0,0,0,0,0
DL,10/01/2021,1528,N334NW,SLC,21:49,21:47,189,180,-2,21:34,13,0,0,0,0,0
DL,10/01/2021,1666,N359DN,ATL,19:46,19:55,121,129,9,19:34,21,0,0,0,0,0
DL,10/01/2021,1725,N320US,ATL,11:09,11:10,119,123,1,11:01,9,0,0,0,0,0
DL,10/01/2021,2445,N355NW,SLC,18:10,17:54,194,183,-16,17:44,10,0,0,0,0,0
DL,10/01/2021,2451,N110DX,ATL,21:49,21:47,118,115,-2,21:35,12,0,0,0,0,0
DL,10/01/2021,2474,N946AT,DTW,09:23,09:29,83,83,6,09:13,16,0,0,0,0,0
DL,10/01/2021,2493,N925AT,DTW,21:12,20:54,82,69,-18,20:42,12,0,0,0,0,0
DL,10/01/2021,2550,N305DU,LGA,11:55,11:23,160,133,-32,11:08,15,0,0,0,0,0
DL,10/01/2021,2571,N307DU,LGA,13:20,12:51,155,132,-29,12:37,14,0,0,0,0,0
DL,10/01/2021,2572,N306DU,LGA,20:15,21:19,150,127,64,21:07,12,64,0,0,0,0
DL,10/01/2021,2579,N303DU,LGA,16:35,16:24,150,146,-11,16:03,21,0,0,0,0,0
DL,10/01/2021,2864,N367NW,ATL,13:15,13:16,114,118,1,13:02,14,0,0,0,0,0
DL,10/01/2021,2953,N360NB,MSP,09:19,09:18,84,78,-1,09:04,14,0,0,0,0,0
DL,10/02/2021,0512,N302DU,LGA,13:25,15:34,155,140,129,15:24,10,129,0,0,0,0
DL,10/02/2021,0546,N301DU,LGA,18:38,18:50,159,139,12,18:42,8,0,0,0,0,0
DL,10/02/2021,0852,N121DU,SEA,13:00,12:54,240,239,-6,12:42,12,0,0,0,0,0
DL,10/02/2021,1116,N304DU,SEA,23:57,23:40,238,230,-17,23:33,7,0,0,0,0,0
DL,10/02/2021,1347,N378NW,ATL,09:12,09:10,117,111,-2,08:57,13,0,0,0,0,0
DL,10/02/2021,1374,N104DN,ATL,23:53,00:02,114,129,9,23:52,10,0,0,0,0,0
DL,10/02/2021,1441,N301DU,LGA,10:02,09:44,152,140,-18,09:31,13,0,0,0,0,0
DL,10/02/2021,1454,N340NW,SLC,12:21,12:01,192,181,-20,11:51,10,0,0,0,0,0
DL,10/02/2021,1466,N321US,ATL,15:45,15:54,115,124,9,15:32,22,0,0,0,0,0
DL,10/02/2021,1499,N938AT,DTW,16:23,17:19,82,138,56,17:10,9,0,0,56,0,0
DL,10/02/2021,1528,N334NW,SLC,21:49,21:54,189,196,5,21:42,12,0,0,0,0,0
DL,10/02/2021,1666,N356DN,ATL,18:51,19:44,126,124,53,19:30,14,0,0,53,0,0
DL,10/02/2021,1725,N376NW,ATL,11:09,11:10,119,114,1,11:00,10,0,0,0,0,0
DL,10/02/2021,2445,N355NW,SLC,18:10,19:21,194,192,71,19:08,13,0,0,71,0,0
DL,10/02/2021,2451,N102DN,ATL,21:49,21:49,118,123,0,21:24,25,0,0,0,0,0
DL,10/02/2021,2474,N946AT,DTW,09:23,12:12,83,66,169,12:02,10,169,0,0,0,0
DL,10/02/2021,2493,N953AT,DTW,21:12,21:00,82,75,-12,20:51,9,0,0,0,0,0
DL,10/02/2021,2579,N306DU,LGA,16:25,16:16,150,146,-9,15:55,21,0,0,0,0,0
DL,10/02/2021,2864,N369NW,ATL,13:15,13:25,114,129,10,13:14,11,0,0,0,0,0
DL,10/02/2021,2953,N309DU,MSP,09:19,09:17,84,88,-2,09:01,16,0,0,0,0,0
DL,10/03/2021,0512,N306DU,LGA,15:15,14:50,150,131,-25,14:38,12,0,0,0,0,0
DL,10/03/2021,0546,N112DU,LGA,18:55,20:48,155,143,113,20:32,16,0,0,113,0,0
DL,10/03/2021,0564,N306DU,LGA,22:02,22:55,147,135,53,22:44,11,0,0,0,0,53
DL,10/03/2021,0852,N123DQ,SEA,13:00,12:47,240,233,-13,12:37,10,0,0,0,0,0
DL,10/03/2021,0898,N122DU,SEA,17:25,17:10,245,233,-15,16:59,11,0,0,0,0,0
DL,10/03/2021,1116,N301DU,SEA,23:57,23:39,238,224,-18,23:30,9,0,0,0,0,0
DL,10/03/2021,1332,N341NW,ATL,17:45,18:42,125,169,57,18:33,9,0,0,57,0,0
DL,10/03/2021,1347,N348NW,ATL,09:12,08:59,117,107,-13,08:49,10,0,0,0,0,0
DL,10/03/2021,1374,N314DN,ATL,23:53,23:55,114,117,2,23:45,10,0,0,0,0,0
DL,10/03/2021,1379,N304DU,LGA,17:50,18:07,155,162,17,17:42,25,0,0,17,0,0
DL,10/03/2021,1441,N309DU,LGA,09:32,15:40,147,0,0,15:31,9,0,0,0,0,0
DL,10/03/2021,1454,N350NA,SLC,12:21,12:23,192,199,2,12:14,9,0,0,0,0,0
DL,10/03/2021,1466,N367NW,ATL,15:45,16:34,115,165,49,16:20,14,0,0,49,0,0
DL,10/03/2021,1499,N940AT,DTW,16:23,17:05,82,82,42,16:53,12,0,0,37,0,5
DL,10/03/2021,1528,N375NC,SLC,21:49,22:06,189,199,17,21:47,19,7,0,10,0,0
DL,10/03/2021,1666,N395DZ,ATL,19:46,22:49,121,118,183,22:39,10,183,0,0,0,0
DL,10/03/2021,1725,N368NW,ATL,11:09,11:19,119,121,10,11:03,16,0,0,0,0,0
DL,10/03/2021,2445,N371NW,SLC,18:10,18:58,194,210,48,18:34,24,0,0,48,0,0
DL,10/03/2021,2451,N398DN,ATL,21:49,22:12,118,126,23,22:02,10,0,15,8,0,0
DL,10/03/2021,2474,N986AT,DTW,09:23,09:08,83,73,-15,08:55,13,0,0,0,0,0
DL,10/03/2021,2493,N977AT,DTW,21:12,22:13,82,77,61,21:56,17,61,0,0,0,0
DL,10/03/2021,2571,N305DU,LGA,13:20,12:57,155,132,-23,12:48,9,0,0,0,0,0
DL,10/03/2021,2572,N305DU,LGA,20:15,21:22,150,155,67,21:06,16,0,0,67,0,0
DL,10/03/2021,2579,N307DU,LGA,16:35,16:25,150,143,-10,16:12,13,0,0,0,0,0
DL,10/03/2021,2864,N337NW,ATL,13:15,13:43,114,142,28,13:33,10,0,0,28,0,0
DL,10/03/2021,2953,N303DU,MSP,09:19,09:27,84,92,8,09:07,20,0,0,0,0,0
DL,10/04/2021,0512,N307DU,LGA,15:15,15:23,150,156,8,15:10,13,0,0,0,0,0
DL,10/04/2021,0546,N301DU,LGA,18:55,18:45,155,148,-10,18:29,16,0,0,0,0,0
DL,10/04/2021,0556,N307DU,LGA,08:07,08:13,142,146,6,07:58,15,0,0,0,0,0
DL,10/04/2021,0564,N307DU,LGA,22:02,22:03,147,134,1,21:51,12,0,0,0,0,0
DL,10/04/2021,0852,N114DU,SEA,13:00,13:10,240,249,10,12:50,20,0,0,0,0,0
DL,10/04/2021,0898,N118DU,SEA,17:25,17:20,245,242,-5,17:05,15,0,0,0,0,0
DL,10/04/2021,1116,N305DU,SEA,23:57,23:52,238,234,-5,23:45,7,0,0,0,0,0
DL,10/04/2021,1332,N338NW,ATL,17:45,18:26,125,127,41,18:11,15,39,0,2,0,0
DL,10/04/2021,1347,N367NW,ATL,09:12,10:01,117,162,49,09:42,19,0,0,49,0,0
DL,10/04/2021,1374,N334DN,ATL,23:53,23:48,114,119,-5,23:42,6,0,0,0,0,0
DL,10/04/2021,1379,N304DU,LGA,17:50,18:03,155,174,13,17:49,14,0,0,0,0,0
DL,10/04/2021,1441,N303DU,LGA,09:32,09:14,147,136,-18,08:59,15,0,0,0,0,0
DL,10/04/2021,1454,N352NW,SLC,12:21,12:13,192,191,-8,11:59,14,0,0,0,0,0
DL,10/04/2021,1466,N317US,ATL,15:45,15:42,115,110,-3,15:33,9,0,0,0,0,0
DL,10/04/2021,1499,N970AT,DTW,16:23,16:14,82,80,-9,16:00,14,0,0,0,0,0
DL,10/04/2021,1528,N350NA,SLC,21:49,21:35,189,182,-14,21:25,10,0,0,0,0,0
DL,10/04/2021,1666,N314DN,ATL,19:46,19:55,121,130,9,19:39,16,0,0,0,0,0
DL,10/04/2021,1725,N338NW,ATL,11:09,11:03,119,113,-6,10:54,9,0,0,0,0,0
DL,10/04/2021,2445,N342NW,SLC,18:10,18:12,194,201,2,17:57,15,0,0,0,0,0
DL,10/04/2021,2451,N396DN,ATL,21:49,21:55,118,128,6,21:35,20,0,0,0,0,0
DL,10/04/2021,2474,N940AT,DTW,09:23,09:13,83,75,-10,08:56,17,0,0,0,0,0
DL,10/04/2021,2493,N944AT,DTW,21:12,20:50,82,63,-22,20:41,9,0,0,0,0,0
DL,10/04/2021,2550,N301DU,LGA,11:55,11:30,160,138,-25,11:19,11,0,0,0,0,0
DL,10/04/2021,2571,N306DU,LGA,13:20,13:11,155,151,-9,12:49,22,0,0,0,0,0
DL,10/04/2021,2572,N309DU,LGA,20:15,20:21,150,136,6,20:06,15,0,0,0,0,0
DL,10/04/2021,2579,N303DU,LGA,16:35,17:04,150,171,29,16:49,15,8,0,21,0,0
DL,10/04/2021,2864,N343NW,ATL,13:15,13:47,114,142,32,13:31,16,0,0,32,0,0
DL,10/04/2021,2953,N302DU,MSP,09:19,09:16,84,82,-3,09:01,15,0,0,0,0,0
DL,10/05/2021,0512,N303DU,LGA,15:15,15:13,150,150,-2,14:57,16,0,0,0,0,0
DL,10/05/2021,0546,N307DU,LGA,18:55,18:36,155,140,-19,18:19,17,0,0,0,0,0
DL,10/05/2021,0556,N303DU,LGA,08:07,07:52,142,137,-15,07:38,14,0,0,0,0,0
DL,10/05/2021,0564,N303DU,LGA,22:02,23:03,147,124,61,22:55,8,61,0,0,0,0
DL,10/05/2021,0852,N105DU,SEA,13:35,13:23,245,238,-12,13:10,13,0,0,0,0,0
DL,10/05/2021,1116,N305DU,SEA,23:57,23:37,238,225,-20,23:29,8,0,0,0,0,0
DL,10/05/2021,1347,N317US,ATL,09:12,09:06,117,112,-6,08:58,8,0,0,0,0,0
DL,10/05/2021,1374,N113DX,ATL,23:53,23:39,114,108,-14,23:33,6,0,0,0,0,0
DL,10/05/2021,1379,N304DU,LGA,17:50,17:31,155,140,-19,17:18,13,0,0,0,0,0
DL,10/05/2021,1441,N301DU,LGA,09:32,09:17,147,139,-15,09:03,14,0,0,0,0,0
DL,10/05/2021,1454,N352NW,SLC,12:21,12:17,192,190,-4,12:03,14,0,0,0,0,0
DL,10/05/2021,1466,N349NW,ATL,15:45,17:43,115,122,118,17:28,15,12,0,7,0,99
DL,10/05/2021,1499,N936AT,DTW,16:23,16:10,82,72,-13,15:58,12,0,0,0,0,0
DL,10/05/2021,1528,N382DN,SLC,21:49,00:45,189,182,176,00:39,6,176,0,0,0,0
DL,10/05/2021,1666,N327DN,ATL,18:51,18:41,126,117,-10,18:27,14,0,0,0,0,0
DL,10/05/2021,1725,N339NW,ATL,11:09,11:18,119,111,9,11:09,9,0,0,0,0,0
DL,10/05/2021,2445,N355NW,SLC,18:10,18:21,194,188,11,18:07,14,0,0,0,0,0
DL,10/05/2021,2451,N346DN,ATL,21:49,21:33,118,104,-16,21:24,9,0,0,0,0,0
DL,10/05/2021,2474,N986AT,DTW,09:23,09:10,83,74,-13,08:57,13,0,0,0,0,0
DL,10/05/2021,2493,N970AT,DTW,21:12,20:59,82,64,-13,20:51,8,0,0,0,0,0
DL,10/05/2021,2550,N307DU,LGA,11:55,11:18,160,127,-37,11:07,11,0,0,0,0,0
DL,10/05/2021,2571,N309DU,LGA,13:20,12:56,155,137,-24,12:41,15,0,0,0,0,0
DL,10/05/2021,2572,N308DU,LGA,20:15,19:58,150,141,-17,19:37,21,0,0,0,0,0
DL,10/05/2021,2579,N301DU,LGA,16:35,16:21,150,139,-14,16:06,15,0,0,0,0,0
DL,10/05/2021,2864,N363NW,ATL,13:15,13:18,114,111,3,13:10,8,0,0,0,0,0
DL,10/05/2021,2953,N135DQ,MSP,09:19,09:17,84,89,-2,09:05,12,0,0,0,0,0
DL,10/06/2021,0512,N301DU,LGA,15:15,14:59,150,139,-16,14:42,17,0,0,0,0,0
DL,10/06/2021,0546,N303DU,LGA,18:55,19:48,155,148,53,19:27,21,53,0,0,0,0
DL,10/06/2021,0556,N301DU,LGA,08:07,08:02,142,138,-5,07:48,14,0,0,0,0,0
DL,10/06/2021,0564,N301DU,LGA,22:02,21:58,147,147,-4,21:40,18,0,0,0,0,0
DL,10/06/2021,0852,N105DU,SEA,13:35,13:34,245,238,-1,13:21,13,0,0,0,0,0
DL,10/06/2021,1116,N305DU,SEA,23:57,23:45,238,233,-12,23:38,7,0,0,0,0,0
DL,10/06/2021,1347,N361NW,ATL,09:12,09:06,117,113,-6,08:55,11,0,0,0,0,0
DL,10/06/2021,1374,N364DX,ATL,23:53,00:17,114,115,24,00:08,9,17,0,1,0,6
DL,10/06/2021,1379,N304DU,LGA,17:50,17:36,155,144,-14,17:21,15,0,0,0,0,0
DL,10/06/2021,1441,N307DU,LGA,09:32,09:21,147,138,-11,09:08,13,0,0,0,0,0
DL,10/06/2021,1454,N347NW,SLC,12:21,12:12,192,185,-9,12:03,9,0,0,0,0,0
DL,10/06/2021,1466,N326US,ATL,15:45,16:26,115,120,41,16:11,15,21,0,5,0,15
DL,10/06/2021,1499,N940AT,DTW,16:23,16:14,82,77,-9,15:56,18,0,0,0,0,0
DL,10/06/2021,1528,N345NW,SLC,21:49,21:40,189,183,-9,21:31,9,0,0,0,0,0
DL,10/06/2021,1666,N119DN,ATL,18:51,18:49,126,124,-2,18:33,16,0,0,0,0,0
DL,10/06/2021,1725,N353NW,ATL,11:09,11:06,119,120,-3,10:59,7,0,0,0,0,0
DL,10/06/2021,2445,N352NW,SLC,18:10,18:02,194,194,-8,17:45,17,0,0,0,0,0
DL,10/06/2021,2451,N301DV,ATL,21:49,21:35,118,110,-14,21:25,10,0,0,0,0,0
DL,10/06/2021,2474,N936AT,DTW,09:23,09:04,83,73,-19,08:51,13,0,0,0,0,0
DL,10/06/2021,2493,N919AT,DTW,21:12,20:51,82,66,-21,20:42,9,0,0,0,0,0
